lunbe	gismu	lub			x_1 は裸／服無し	裸 	{taxfu}, {bandu}
lunra	gismu	lur			x_1 は地球の月；x_1 は x_2 の主要衛星	「mluni」の狭義。 月 	{plini}, {solri}, {terdi}, {mluni}
lunsa	gismu	lus			x_1 は x_2 の表面／中で、 x_3 （温度）・ x_4 （圧力）の条件下で凝結／液化する	凝結 	{cilmo}, {dunja}, {febvi}, {runme}, {bumru}
mabla	gismu	mal			x_1 は x_2 （性質）において、 x_3（基準）で不愉快だ／クソみたいだ／くだらない／実にひどい／嘆かわしい／まったくいやだ／あさましい／ひどくみすぼらしい／粗末だ／粗悪だ／卑劣だ／劣っている； x_1 は x_2の点で x_3にとってむかつく／嫌気がさす／実に不愉快だ	「ファッキン」「シット」「ガッデム」「クソ野郎」「クソ」など； 「クソ英語／malglico」；・大意：クソ野郎 	{zabna}, {xlali}, {palci}, {dapma}, {funca}, {ganti}, {ganxo}, {gletu}, {gutra}, {kalci}, {pinca}, {pinji}, {plibu}, {vibna}, {vlagi}, {zargu}.
mabru	gismu	mab			x_1 は x_2 （種類）の哺乳綱動物	哺乳類 	{danlu}, {ladru}, {tatru}, {ractu}, {xanto}, {xarju}
macnu	gismu	cnu			x_1 （事）は x_2 （機能）に関して手動／マニュアル	手動 	{zmiku}, {jitro}
makcu	gismu	ma'u			x_1 は x_2 （性質）に関して成熟している；x_1 は成人／おとな	「lo cmana rutrkaki po le cmana malsi zo'u za'o makcu／山寺の山柿のうれたまゝ」（山頭火『行乞記（二）』） 成熟 	{cifnu}, {ninmu}, {verba}, {banro}, {farvi}, {nanmu}
makfa	gismu	maf			x_1 は x_2 （観点）にとって x_3 （者）が掛ける魔法／妖術／超自然的力	魔法 	{manci}
maksi	gismu	mak			x_1 は x_2 （磁界）を形成する磁力／磁石	磁力 	{dikca}, {trina}, {xlura}
malsi	gismu	mas			x_1 は x_2 （宗教体系）・ x_3 （所）の寺／寺院／神社／教会／モスク／シナゴーグ	礼拝地全般。 x2 は事も可能。 寺 	{cevni}, {krici}, {lijda}, {ritli}
mamta	gismu	mam			x_1 は x_2 の母親；x_1 は母性的	肉親とは限らない。 母 	{patfu}, {sovda}, {rirni}, {rorci}, {tarbi}, {famti}, {bersa}, {jbena}
manci	gismu	mac			x_1 は x_2 に畏敬の念を感じる／驚嘆する；x_1 は x_2 を摩訶不思議に思う	畏敬 	{cinmo}, {makfa}, {kucli}, {spaji}, {cinri}, {banli}, {sisku}
manfo	gismu				x_1 （物／事）は x_2 （性質）の点で均一／一様／同形／相同；x_1 にはむらが無い	均一 	{prane}, {curve}, {ranji}, {vitno}, {stodi}, {dikni}, {sampu}, {traji}
manku	gismu	man			x_1 は暗い／闇	暗い 	{blabi}, {gusni}, {ctino}; {kandi}, {xekri}, {ctino}
manri	gismu	mar			x_1 は x_2 （事）を x_3 （規則）で観察／計測／審判する際の観点／標準／基準	x1 にはモノも概念(si'o)も入りうる。 観点 	{ma'i}, {ckilu}, {merli}, {pajni}, {cimde}, {jdice}, {marde}
mansa	gismu				x_1 は x_2 （者）を x_3 （性質）に関して満足させる；x_2 は x_1 に満足している	満足 	{pajni}
manti	gismu				x_1 は x_2 （種類）のアリ科	蟻 	{bifce} (上位概念) < {cinki} (上位概念), {jalra}
mapku	gismu	map			x_1 は x_2 （素材）の帽子／冠／兜／ヘルメット	頭に被るもの全般。 帽子 	{taxfu}, {stedu}, {drudi}
mapni	gismu				x_1 は綿／コットン	綿 	{bukpu}
mapti	gismu	mat			x_1 は x_2 にたいして x_3 （性質）の点で相応しい／和合性がある；x_1 は x_2 に適する／合う	「似合う」や「交換性がある」も。 相応しい 	{satci}, {tugni}, {sarxe}, {drani}, {tarmi}, {ckini}, {mintu}
marbi	gismu	mra			x_1 は x_2 を x_3 （危険／脅威）から護る保護施設／避難所／シェルター	「隠れ家」「防空壕」「避暑地」なども。 保護施設 	{bandu}, {ckape}, {snura}, {drudi}, {sepli}, {bitmu}, {gacri}
marce	gismu	ma'e			x_1 は x_2 を x_3 （媒体）・ x_4 （原動力）で運ぶ輸送機関／乗物	「車」や「飛行機」の上位概念。 輸送機関 	{klama}, {matra}, {bevri}, {bloti}, {carce}, {karce}, {sabnu}, {skiji}
marde	gismu	mad			x_1 は x_2 （個人／群）の、 x_3 （事）に関する倫理／道徳（律）／モラル	x1は事や行動など。 倫理 	{palci}, {vrude}, {lijda}, {manri}, {javni}, {tarti}, {zekri}
margu	gismu	mag			x_1 は水銀／Hg	水銀 	{jinme}
marji	gismu	maj	mai		x_1 は x_2 （成分）・ x_3 （形態）の物質；x_1 は物質的／形而下	「mucti」の対義。 物質 	{morna}, {mucti}, {nejni}, {tarmi}, {dacti}
marna	gismu				x_1 は x_2 （種類）の麻／大麻／マリファナ	麻 	{skori}, {tanko}, {sigja}, {xukmi}
marxa	gismu	max			x_1 （力）は x_2 を x_3 （パルプ／泥状態）に潰す	「ぺちゃんこ／ぐちょぐちょにする」なども。 潰す 	{daspo}, {pesxu}, {zalvi}, {bapli}
masno	gismu	sno			x_1 は x_2 （事）に関して速度的に遅い／のろい／もたもたする	遅い（速度） 	{sutra}
masti	gismu	ma'i			x_1 は x_2 （数）・ x_3 （暦）の月	暦月 	{detri}, {djedi}, {jeftu}, {nanca}
matci	gismu				x_1 は x_2 （素材）の敷物／マット／むしろ／ござ／たたみ	「下敷」も。 敷物 	{kicne}, {tapla}, {karda}, {ckana}
matli	gismu				x_1 はリンネル／亜麻布	リンネル 	{bukpu}
matne	gismu				x_1 は x_2 （原料）のバター／マーガリン／ショートニング（ラード）	バター 	{grasu}, {kruji}
matra	gismu				x_1 は x_2 に出力する／を動かすモーター／エンジン／原動機／発動機	機械仕掛の原動力全般。 モーター 	{marce}, {minji}, {carce}
mavji	gismu	mav			x_1 は x_2 （品種）のカラスムギ粒（オート／エンバク等）	カラス麦 	{gurni}
maxri	gismu	xri			x_1 は x_2 （品種）のコムギ粒	小麦 	{gurni}
mebri	gismu	meb			x_1 は x_2 （本体）の額／おでこ	額 	{stedu}, {flira}
megdo	gismu	meg			x_1 は x_2 の、 x_3 （性質）におけるメガ／百万 ［1 x_1 0**6］	メガ 	{grake}, {mitre}, {snidu}, {stero}, {delno}, {molro}, {kelvo}, {xampo}, {gradu}, {litce}, {merli}, {centi}, {decti}, {dekto}, {femti}, {gigdo}, {gocti}, {gotro}, {kilto}, {mikri}, {milti}, {nanvi}, {petso}, {picti}, {terto}, {xatsi}, {xecto}, {xexso}, {zepti}, {zetro}
mekso	gismu	mek	me'o		x_1 は x_2 （原理）の数式／数学的表現	数式 	{cmaci}, {dilcu}, {fancu}, {frinu}, {jalge}, {namcu}, {parbi}, {pilji}
melbi	gismu	mel	mle		x_1 は x_2 （審美者）にとって x_3 （性質）・ x_4 （審美基準）において美しい／綺麗／麗しい／ハンサム／かわいい	美しい 	{pluka}, {xamgu}
meljo	gismu	mej			x_1 は x_2 （性質面）に関してマレーシア／マレー系（言語／文化／民族／地理）	マレーシア 	{baxso}, {bindo}
menli	gismu	men			x_1 は x_2 （本体）の精神／心／悟性；x_1 は心的	精神 	{besna}, {morji}, {mucti}, {pensi}, {sanji}, {xanri}, {sevzi}, {xadni}
mensi	gismu	mes	me'i		x_1 は x_2 と、 x_3 （血縁）によって姉妹関係にある；x_1 は x_2 の姉／妹	姉妹 	{bruna}, {tunba}, {tamne}, {famti}
mentu	gismu	met	me'u		x_1 は x_2 （数）分の時間間隔、 x_3 （基準）において	分 	{junla}, {cacra}, {snidu}, {tcika}
merko	gismu	mer			x_1 は x_2 （性質面）に関してアメリカ合衆国／USA系（言語／文化／民族／地理）	アメリカ合衆国 	{brito}, {bemro}, {ketco}, {xispo}, {glico}
merli	gismu	mre			x_1 （者）は x_2 （対象）・ x_3 （単位数量）を x_4 （単位規格）・ x_5 （精度）で計測する	x5は誤差範囲など。 計測 	{kancu}, {rupnu}, {fepni}, {dekpu}, {gutci}, {minli}, {merli}, {bunda}, {ckilu}, {gradu}, {satci}, {centi}, {cimde}, {decti}, {dekto}, {femti}, {gigdo}, {gocti}, {gotro}, {kilto}, {kramu}, {litce}, {manri}, {megdo}, {mikri}, {milti}, {nanvi}, {petso}, {picti}, {terto}, {xatsi}, {xecto}, {xexso}, {zepti}, {zetro}
mexno	gismu	mex			x_1 は x_2 （性質面）に関してメキシコ系（言語／文化／民族／地理）	メキシコ 	{xispo}, {bemro}, {spano}
midju	gismu	mij			x_1 は x_2 の中央／中心／中枢／真ん中	中央 	{lanxe}, {jbini}, {nutli}, {snuji}, {milxe}, {denmi}, {ralju}
mifra	gismu	mif			x_1 は x_2 （元の文字列）が x_3 （暗号体系）によって符号化されたもの；x_1 は暗号	暗号 	{mipri}, {lerfu}, {sinxa}
mikce	gismu	mic			x_1 は x_2 （者）を x_3 （病気／怪我）について x_4 （治療手段）で応接する医者／看護士	「衛生兵」や「産婆」なども。 医者 	{bilma}, {kanro}, {spita}
mikri	gismu	mik			x_1 は x_2 の、 x_3 （性質）におけるミクロ／百万分の一 ［1 x_1 0**-6］	ミクロ 	{grake}, {mitre}, {snidu}, {stero}, {delno}, {molro}, {kelvo}, {xampo}, {gradu}, {litce}, {merli}, {centi}, {decti}, {dekto}, {femti}, {gigdo}, {gocti}, {gotro}, {kilto}, {megdo}, {milti}, {nanvi}, {petso}, {picti}, {terto}, {xatsi}, {xecto}, {xexso}, {zepti}, {zetro}
milti	gismu	mil			x_1 は x_2 の、 x_3 （性質）におけるミリ／千分の一 ［1 x_1 0**-3］	ミリ 	{grake}, {mitre}, {snidu}, {stero}, {delno}, {molro}, {kelvo}, {xampo}, {gradu}, {litce}, {merli}, {centi}, {decti}, {dekto}, {femti}, {gigdo}, {gocti}, {gotro}, {kilto}, {megdo}, {mikri}, {nanvi}, {petso}, {picti}, {terto}, {xatsi}, {xecto}, {xexso}, {zepti}, {zetro}
milxe	gismu	mli			x_1 は x_2 （性質）の点で温和／穏やか／まろやか／マイルド；x_1 はあまり x_2 ではない	温和 	{mutce}, {traji}, {kandi}, {ruble}, {midju}, {nutli}, {ralci}, {traji}
minde	gismu	mid	mi'e		x_1 は x_2 （者）に x_3 （事）が起こるよう／を行うよう命令／指令／指図する	命令 	{lacri}, {te} {bende}, {jatna}, {ralju}, {jitro}, {turni}, {tinbe}
minji	gismu	mi'i			x_1 は x_2 （機能／用途）の機械	自立的に稼動する機械全般。「仕掛」も。 自分を制御する機械は {zukte}. 機械 	{cabra}, {matra}, {tutci}, {zukte}, {pilno}, {skami}
minli	gismu				x_1 は x_2 （数）の、 x_3 を下位単位とする、 x_4 （規格圏）の里／マイル（非メートル法／土着的な距離単位）	x3は「丈」や「ヤード」など。x4は「中国」「アメリカ」など。 里（り） 	{mitre}, {kilto}, {clani}, {ganra}, {condi}, {rotsu}, {rupnu}, {fepni}, {dekpu}, {gutci}, {minli}, {merli}, {bunda}, {kramu}
minra	gismu	mir			x_1 は x_2 （物／放射）を x_3 （観察者／基点）にたいして x_4 として反映する；x_2 は x_1 に反射する；x_1 は鏡	x4は反射されているもの。 反映 	{catlu}, {viska}, {lenjo}, {pensi}
mintu	gismu	mit	mi'u		x_1 は x_2 と、 x_3 （基準）において同種	「du」と違い、x1と x2 は実体が別個。「この花は（x1）ウチで飾っているもの（ x2 ）と同じです」。 同種 	{panra}, {satci}, {mapti}, {simsa}, {drata}, {dunli}, {du}, {simxu}
mipri	gismu	mip			x_1 は x_2 を x_3 から、 x_4 （方法）によって匿う／隠す／秘密にする	匿う 	{stace}, {mifra}, {sivni}, {djuno}, {cirko}, {jarco}
mirli	gismu				x_1 は x_2 （種類）のシカ科動物	鹿 	{mabru}, {danlu}
misno	gismu	mis	mi'o		x_1 （人／物／事）は x_2 （群）の間で有名	「人気」「セレブ」も。 有名 	{se} {sinma}, {banli}
misro	gismu				x_1 は x_2 （性質面）に関してエジプト系（言語／文化／民族／地理）	エジプト 	{friko}, {muslo}, {xrabo}
mitre	gismu	tre			x_1 は x_2 （数量）・ x_3 （方向）・ x_4 （基準）のメートル；x_1 は x_2 メートル	メートル 	{kilto}, {centi}, {decti}, {dekto}, {femti}, {gigdo}, {gocti}, {gotro}, {gutci}, {litce}, {megdo}, {mikri}, {milti}, {minli}, {nanvi}, {petso}, {picti}, {terto}, {xatsi}, {xecto}, {xexso}, {zepti}, {zetro}
mixre	gismu	mix	xre		x_1 は x_2 （成分）を混ぜ合わせたもの／調合したもの	混合 	{salta}, {te} {runta}, {stasu}, {jicla}, {sanso}
mlana	gismu	mla			x_1 は x_2 の脇／側（がわ）（にある／いる）	側（がわ） 	{crane}, {trixe}, {pritu}, {zunle}, {mlana}, {korbi}
mlatu	gismu	lat			x_1 は x_2 （種類）のネコ科動物（チーター／イエネコ／ヤマネコ／ヒョウ／ピューマ等）	猫 	{cinfo}, {tirxu}, {gerku}
mleca	gismu	mec	me'a		x_1 は x_2 よりも、 x_3 （性質）に関して x_4 （数量）ほど劣る／少ない	比較が含意される。 少ない 	{me'a}, {su'o}, {jdika}, {zmadu}, {traji}
mledi	gismu	led			x_1 は x_2 （種類）の、 x_3 （寄生先）で育つ菌類	「カビ」「キノコ」など。 菌類 	{clika}, {parji}
mluni	gismu	lun			x_1 は x_2 を周回する、 x_3 （衛星特性）・ x_4 （軌道特性）の衛星	「月」や「人工衛星」などの上位概念。 衛星 	{plini}, {solri}, {lunra} (下位概念)
mokca	gismu	moc			x_1 は x_2 （時間／空間）における点；x_1 は0次元	「時点」など。 点 	{jipno}, {jganu}, {linji}, {stuzi}, {tcika}
moklu	gismu	mol	mo'u		x_1 は x_2 （本体）の口	比喩的に「入り口」「出口」も。 口 	{ctebi}, {denci}, {tance}
molki	gismu	mlo			x_1 は x_2 （生産過程）に携わる製造場／製錬場／鋳造場	製品や商品そのものの完成には携わらず、特に材料や製材を準備する所 製造場 	{gasta}, {gurni}, {tirse}, {fanri} (上位概念), {zalvi}
molro	gismu	mo'o			x_1 は x_2 （数）・ x_3 （基準）のモル	物質量。 モル 	{centi}, {decti}, {dekto}, {femti}, {gigdo}, {gocti}, {gotro}, {kilto}, {megdo}, {mikri}, {milti}, {nanvi}, {petso}, {picti}, {terto}, {xatsi}, {xecto}, {xexso}, {zepti}, {zetro}
morji	gismu	moj	mo'i		x_1 は x_2 （命題）を x_3 （題目）について思い出す／回想する	思い出す 	{ba'anai}, {menli}, {pensi}, {sanji}, {djuno}, {notci}
morko	gismu	mor			x_1 は x_2 （性質面）に関してモロッコ系（言語／文化／民族／地理）	モロッコ 	{friko}, {xrabo}, {muslo}
morna	gismu	mon	mo'a		x_1 は x_2 （様式／事）が x_3 （構造）で表れているパターン／型	型 	{ciste}, {ganzu}, {marji}, {slilu}, {stura}, {tarmi}, {boxna}, {cimde}, {gidva}, {jimpe}, {rilti}
morsi	gismu	mro			x_1 は死んでいる／生が無い	死んでいる状態。「死ぬ」は「morsi binxo / mrobi'o」。 死 	{jmive}, {catra}, {betri}
mosra	gismu	mos			x_1 は x_2 （物）と x_3 （物）の接触による摩擦；x_2 は x_3 に擦れる	摩擦 	{sakli}, {sraku}, {jabre}, {satre}, {guska}, {pencu}, {spali}
mraji	gismu				x_1 は x_2 （品種）のライムギ粒	ライ麦 	{gurni}
mrilu	gismu	mri			x_1 は x_2 （郵便物／手紙／Eメール）を x_3 （終点）に x_4 （始点）から x_5 （ネットワーク／システム）によって送達する	郵便 	{benji}, {notci}, {xatra}, {tcana}
mruli	gismu	mru			x_1 は x_2 （対象）を叩くための、 x_3 （頭部）の槌／ハンマー	槌 	{tutci}
mucti	gismu	mut			x_1 は非物質的／無形／形而上的	形而上 	{marji}, {menli}, {pruxi}, {sidbo}
mudri	gismu	mud			x_1 は x_2 （種類）の木／木材	素材としての木。「lo vi jubme genai tricu gi mudri／ここにある机は、樹木ではないが木材でできている。」 木材 	{tricu}, {stani}
mukti	gismu	muk	mu'i		x_1 （事）は x_2 （事）を x_3 （者）に動機する；x_3 は x_1 に鼓舞されて x_2 をする	動機 	{mu'i}, {nibli}, {te} {zukte}, {se} {jalge}, {krinu}, {rinka}, {ciksi}, {djica}, {xlura}
mulno	gismu	mul	mu'o		x_1 （事）は完了している；x_1 は x_2 （性質）に関して、 x_3 （観点）において包括的／総体的	完了 	{fanmo}, {culno}, {pagbu}, {xadba}, {prane}, {jalge}, {sumji}, {munje}, {sisti}, {xadni}
munje	gismu	muj	mu'e		x_1 は x_2 （領域／分野）・ x_3 （法則・原理）の世界	世界 	{ciste}, {plini}, {kensa}, {mulno}
mupli	gismu	mup			x_1 は x_2 （性質）を x_3 （集合）について表す例／標本／サンプル／件	例 	{mu'u}, {pixra}
murse	gismu				x_1 は x_2 （日）・ x_3 （所）の日の出／日没／黎明	基本は天文学上の意味だが、比喩として「黎明期」なども可能。 黎明 	{cerni}, {kandi}, {vanci}
murta	gismu	mur	mu'a		x_1 は x_2 を遮る／隠す、 x_3 （素材）のカーテン／窓掛け／ブラインド／幕／どんちょう	カーテン 	{canko}, {vorme}
muslo	gismu	mus			x_1 は x_2 （性質面）に関してイスラム教系	イスラム 	{jegvo}, {lijda}
mutce	gismu	tce			x_1 は x_2 （性質）に関して、 x_3 （極性）に対して凄い；x_1 はとても x_2 	x3はプラス／マイナスなど。 とても 	{milxe}, {traji}, {banli}, {carmi}, {nutli}, {traji}
muvdu	gismu	muv	mu'u		x_1 （物）は x_2 （終点）に x_3 （始点）から x_4 （経路）にわたって動く；x_1 は動的	動く 	{rinci}, {klama}, {litru}, {cliva}, {fatri}; {dunda}, {benji}, {preja}, {bevri}, {vimcu}
muzga	gismu	muz			x_1 は x_2 を保存する（展示することもある） x_3 （所）の博物館／美術館	博物館 	{citri}
nabmi	gismu	nam			x_1 （事）は x_2 が遭遇した、 x_3 （状況／課業）における問題；x_1 は x_2 に熟考を要する	問題 	{preti}, {danfu}, {ciksi}, {jijnu}, {jinvi}, {nandu}, {pensi}, {sidbo}, {spuda}
nakni	gismu	nak			x_1 は x_2 （生物種）の、 x_3 （体現性質）に基づく男性／雄；x_1 は男性的	男性 	{fetsi}, {bersa}
nalci	gismu	na'i			x_1 は x_2 （本体）の翼	飛行機の「翼」も。 翼 	{cipni}, {pimlu}, {rebla}
namcu	gismu	nac	na'u		x_1 は数／量／値	数 	{lerfu}, {mekso}, {klani}
nanba	gismu	nab			x_1 は x_2 （種類／原料／穀物）のパン	酵母を使っても使わなくても良い。 パン 	{gurni}, {panlo}, {toknu}
nanca	gismu	na'a			x_1 は x_2 （数（初期設定では1年））年間、 x_3 （基準）で継続する；x_1 は年次	x3は「地球の軌道」や「暦法」など。 年 	{detri}, {djedi}, {jeftu}, {masti}
nandu	gismu	nad			x_1 は x_2 にとって、 x_3 （条件）のもと難しい／難関	難しい 	{frili}, {nabmi}, {jdari}, {talsa}, {tinsa}
nanla	gismu				x_1 は x_2 （年齢）・ x_3 （基準）の少年／未成熟の男	セクシズムを避けるなら「verba」。 少年 	{nixli}, {verba}, {nanmu}, {bersa}
nanmu	gismu	nau			x_1 は男（の人）	セクシズムを避けるなら「prenu」か「remna」。 男 	{ninmu}, {remna}, {prenu}, {makcu}, {nanla}, {bersa}
nanvi	gismu	nav			x_1 は x_2 の、 x_3 （性質）におけるナノ／十億分の一 ［1 x_1 0**-9］	ナノ 	{grake}, {mitre}, {snidu}, {stero}, {delno}, {molro}, {kelvo}, {xampo}, {gradu}, {litce}, {merli}, {centi}, {decti}, {dekto}, {femti}, {gigdo}, {gocti}, {gotro}, {kilto}, {megdo}, {mikri}, {milti}, {petso}, {picti}, {terto}, {xatsi}, {xecto}, {xexso}, {zepti}, {zetro}
narge	gismu	nag			x_1 は x_2 （種類）・ x_3 （殻）・ x_4 （核／仁）の実（み）／堅果	硬い実全般 木の実 	{grute}, {stagi}, {jbari}, {midju}
narju	gismu	naj			x_1 は橙色／オレンジ色	橙色 	{skari}, {blabi}, {xekri}, {kandi}, {carmi}, {xunre}, {pelxu}, {solji}
natfe	gismu	naf	na'e		x_1 （命題）は x_2 （命題）と矛盾する／を否定する	人そのものによる意識的否定ではなく、或る命題が別な命題とかみ合わないこと。拡張すれば「例外」も。 否定 	{nibli}, {tugni}, {zanru}, {xusra}
natmi	gismu	nat	nai		x_1 は x_2 （成員）からなる民族	歴史と文化を共有する集合全般。場合によっては「国家」も。 民族 	{jecta}, {kulnu}, {lanzu}, {gugde}, {bangu}, {cecmu}
navni	gismu				x_1 は x_2 （元素）の貴ガス	天然にある貴ガスは、ヘリウム He、ネオン Ne、アルゴン Ar、クリプトン Kr、キセノン Xe、ラドン Rn。 貴ガス 	{xukmi}, {gapci}; {tolfragapci}; {solnavni}, {ninynavni}, {laznynavni}, {mipnavni}, {fangynavni}, {dircynavni}.
naxle	gismu	nax	xle		x_1 は x_2 （終点）・ x_3 （起点）・ x_4 （経路）の運河／海峡	運河 	{pluta}, {rirxe}, {klaji}, {dargu}
nazbi	gismu	naz	zbi		x_1 は x_2 （生体）・ x_3 （鼻腔）の鼻	鼻 	{degji}, {panci}, {sumne}, {tance}
nejni	gismu	nen			x_1 は x_2 （種類）・ x_3 （形態）のエネルギー	エネルギー 	{marji}, {tarmi}, {kantu}, {lazni}, {livla}
nelci	gismu	nel	nei		x_1 は x_2 （物／事）を好む／好き／気に入っている	好む 	{cinmo}, {djica}, {pluka}, {prami}, {rigni}, {sinma}, {trina}, {xebni}, {cuxna}, {pendo}
nenri	gismu	ner	ne'i		x_1 は x_2 の中（にある）；x_1 は内部／内側；x_2 は x_1 を内蔵する	中 	{se} {vasru}, {jbini}, {zvati}, {cpana}, {sruri}, {senta}, {snuji}, {bartu}, {diklo}, {jibni}, {jinru}, {setca}
nibli	gismu	nib	ni'i		x_1 は x_2 （事）を x_3 （法則／論理／体系）において余儀なく含意する／もたらす；x_1 によって x_2 は絶対／まちがいなく起こる	必然 	{natfe}, {rinka}, {mukti}, {krinu}, {ni'i}, {jalge}, {logji}
nicte	gismu	cte			x_1 は x_2 （日）の x_3 （場所）における夜	拡張すれば「夜行性」も。 夜 	{donri}, {djedi}, {tcika}
nikle	gismu	nik			x_1 はニッケル（Ni）	錆びない金属。 ニッケル 	{jinme}
nilce	gismu	ni'e			x_1 は x_2 （場所）に備え付く家具／調度品／備品／設置物	家具 	{ckana}, {jubme}, {sfofa}, {stizu}, {dacru}
nimre	gismu				x_1 は x_2 （種）のかんきつ類／ミカン属	ミカン属 	{grute}, {slari}, {slami}, {xukmi}
ninja	experimental gismu				x_1 は x_2 （流派／場所／民族）の忍者
ninmu	gismu	nim	ni'u		x_1 は女（の人）	セクシズムを避けるなら「prenu」か「remna」。 女 	{nanmu}, {remna}, {prenu}, {makcu}, {nixli}
nirna	gismu	nir			x_1 は x_2 （本体）の神経（神経網）／ニューロン	比喩として「ネットワーク」なども。 神経 	{ve} {benji}
nitcu	gismu	tcu			x_1 は x_2 を x_3 （目的／行動）のために要する；x_2 が x_1 には必要	客観的な必須を表す「sarcu」と違い、個人的／主観的な必要を意味する。 要する 	{banzu}, {cidja}, {claxu}, {pindi}, {xebni}, {sarcu}, {lacri}, {djica}, {taske}, {xagji}
nivji	gismu	niv			x_1 （者）は x_2 （布／物）を x_3 （紡ぎ糸／繊維）で編む	編む 	{cilta}, {fenso}, {jivbu}, {pijne}
nixli	gismu	nix	xli		x_1 は x_2 （年齢）・ x_3 （基準）の少女／未成熟の女	セクシズムを避けるなら「verba」。 少女 	{nanla}, {verba}, {ninmu}
nobli	gismu	nol	no'i		x_1 は x_2 （基準）において高貴／高潔／気高い／上流階級／貴族／エリート	高貴 	{banli}
notci	gismu	not	noi		x_1 は x_2 （題目）・ x_3 （作者）・ x_4 （読者）の覚え書き／メッセージ／メモ	「xatra」よりも、内容は簡潔で、受け手は不特定。個人的な「メモ」の意で使う場合はx4は無いものとされる。 覚え書き 	{xatra}, {nuzba}, {mrilu}, {morji}
nukni	gismu	nuk			x_1 は深紅色／マゼンタ	深紅色 	{skari}, {blabi}, {xekri}, {kandi}, {carmi}, {xunre}, {zirpu}
nupre	gismu	nup	nu'e		x_1 （者）は x_2 （事）を x_3 （者）に約束する	約束 	{kajde}, {xusra}
nurma	gismu	num			x_1 は x_2 （地域）の田舎／農村；x_1 は田舎っぽい／牧歌的／“ダサい”	田舎 	{jarbu}, {rarna}, {tcadu}, {cange}
nusna	experimental gismu				x_1 は x_2 （命題）を x_3 （題目）について x_4 （事例）から帰納する	帰納 	{logji}, {jinvi}, {smadi}, {sucta}, {didni}
nutli	gismu	nul	nu'i		x_1 は x_2 （尺度／状態関係）において中性／中立；x_1 を中間点として x_2 が対立する	中性 	{midju}, {lanxe}, {milxe}, {mutce}, {no'e}
nuzba	gismu	nuz			x_1 は x_2 （題目）・ x_3 （情報源）の、 x_4 （聴衆）へのニュース／新報	ニュース 	{cnino}, {notci}
pacna	gismu	pa'a			x_1 は x_2 （事）を x_3 （見込み／確率 0-1）で期待する／希望する／願う；x_2 は望まれている	x3にはx1による主観的な起こりやすさの値（0-1）が入り、その値によって「希望」「願望」「期待」のいずれかの意味になる。x2が期待薄な（x3が0に近い）ときは「願望」、十分起こりやすそうであるならば「希望」、その確率がx1にとって1に近いときは「期待」になる。x3の値はふつうは非厳密数詞（{li} {piso'u} から {li} {piro} まで）によって表される。 希望 	{djica}
pagbu	gismu	pag	pau		x_1 は x_2 （本体）の部分／部品／要素；x_2 は部分的に x_1	「spisa」と違い、本体からの分離は含意されない。 部分 	{pa'u}, {mulno}, {xadba}, {spisa}, {gunma}, {rafsi}
pagre	gismu	gre			x_1 は x_2 （対象）を x_3 （側）へ x_4 （側）から通過する／貫通する／通り抜ける	通過 	{bitmu}, {denci}, {ganlo}, {kalri}, {vorme}, {pluta}, {canko}, {ragve}
pajni	gismu	pai			x_1 は x_2 （抽象（事／性質／量／真理値））について判断する／審判する／仲裁する	「レフェリー」も。　x2 の抽象詞（NU類）によっては、 {jei} = 判決する、{ni} = 推定する、{ka} = 評価する、 {nu} = 判定／仲裁する、と言った意味にもなりうる。　 審判 	{cuxna}, {jdice}, {vajni}, {cipra}, {zekri}, {manri}, {mansa}
palci	gismu	pac			x_1 は x_2 （基準）において悪質／非道／堕落的	悪質 	{zekri}, {vrude}, {xlali}, {marde}, {mabla}
palku	gismu	pak			x_1 は x_2 （素材）のズボン／スラックス／パンツ（女性用）	ズボン 	{taxfu}, {pastu}, {skaci}
palne	gismu				x_1 は x_2 （内容）・ x_3 （素材）の盆／トレイ	平らで底が浅く、幾つかの物を載せて運べる。 盆 	{tansi}, {patxu}, {palta}, {ckana}
palta	gismu				x_1 は x_2 （素材）の皿	皿 	{ckana}, {palne}, {kabri}, {tansi}, {ckana}
pambe	gismu				x_1 は x_2 （内容）を x_3 に x_4 から x_5 （方法）で送るポンプ／揚水器	ポンプ 	{gapci}, {litki}, {rinci}; {fepri}, {risna}, {rinci}, {tutci}
panci	gismu	pan			x_1 は x_2 （起源）の、 x_3 （嗅覚者）によって感知される匂い／薫り	匂い 	{nazbi}, {sumne}, {cpina}
pandi	gismu	pad			x_1 （者）は x_2 （表現）に x_3 （記号／言葉）を打ち、 x_4 （構文的／意味的効力）をもたらす；x_3 は句読点	句読点 	{lerfu}, {basna}, {denpa}
panje	gismu				x_1 はスポンジ状／多孔性	スポンジ 	{cokcu}
panka	gismu				x_1 は x_2 （共同体／政体／企業）・ x_3 （目的）の公園／敷地	公園 	{sorcu}, {zdile}, {klaji}, {purdi}
panlo	gismu	pa'o			x_1 は x_2 （塊）のスライス／薄切り	スライス 	{nanba}
panpi	gismu	pap			x_1 は x_2 と平和／和平の関係にある；x_1 は平和な状態にある	平和 	{jamna}; {sarxe}, {smaji}, {tugni}, {cilce}
